time,n23g0013->n23g0013,n23g0013->n23g0015,n23g0013->n23g0016,n23g0013->n23g0017,n23g0013->n23g0018,n23g0013->n23g0019,n23g0013->n23g0022,n23g0013->n23g0024,n23g0015->n23g0013,n23g0015->n23g0015,n23g0015->n23g0016,n23g0015->n23g0017,n23g0015->n23g0018,n23g0015->n23g0019,n23g0015->n23g0022,n23g0015->n23g0024,n23g0016->n23g0013,n23g0016->n23g0015,n23g0016->n23g0016,n23g0016->n23g0017,n23g0016->n23g0018,n23g0016->n23g0019,n23g0016->n23g0022,n23g0016->n23g0024,n23g0017->n23g0013,n23g0017->n23g0015,n23g0017->n23g0016,n23g0017->n23g0017,n23g0017->n23g0018,n23g0017->n23g0019,n23g0017->n23g0022,n23g0017->n23g0024,n23g0018->n23g0013,n23g0018->n23g0015,n23g0018->n23g0016,n23g0018->n23g0017,n23g0018->n23g0018,n23g0018->n23g0019,n23g0018->n23g0022,n23g0018->n23g0024,n23g0019->n23g0013,n23g0019->n23g0015,n23g0019->n23g0016,n23g0019->n23g0017,n23g0019->n23g0018,n23g0019->n23g0019,n23g0019->n23g0022,n23g0019->n23g0024,n23g0022->n23g0013,n23g0022->n23g0015,n23g0022->n23g0016,n23g0022->n23g0017,n23g0022->n23g0018,n23g0022->n23g0019,n23g0022->n23g0022,n23g0022->n23g0024,n23g0024->n23g0013,n23g0024->n23g0015,n23g0024->n23g0016,n23g0024->n23g0017,n23g0024->n23g0018,n23g0024->n23g0019,n23g0024->n23g0022,n23g0024->n23g0024
15:24:59,0.000,0.043,0.038,0.040,0.039,0.042,0.160,0.046,0.045,0.000,0.041,0.038,0.038,0.038,0.150,0.045,0.055,0.045,0.000,0.048,0.044,0.045,0.157,0.040,0.050,0.046,0.045,0.000,0.046,0.044,0.161,0.042,0.047,0.048,0.044,0.046,0.000,0.045,0.055,0.042,0.046,0.043,0.045,0.044,0.041,0.000,0.051,0.043,0.048,0.047,0.139,0.136,0.139,0.135,0.000,0.037,0.048,0.044,0.040,0.039,0.042,0.039,0.034,0.000
15:25:00,0.000,0.055,0.054,0.038,0.065,0.057,0.066,0.047,0.045,0.000,0.045,0.049,0.046,0.040,0.049,0.063,0.074,0.055,0.000,0.050,0.041,0.057,0.061,0.039,0.071,0.071,0.052,0.000,0.042,0.070,0.163,0.039,0.061,0.057,0.043,0.041,0.000,0.042,0.066,0.041,0.049,0.043,0.058,0.044,0.055,0.000,0.055,0.047,0.078,0.060,0.046,0.134,0.073,0.047,0.000,0.076,0.071,0.072,0.054,0.039,0.043,0.065,0.062,0.000
15:25:01,0.000,0.057,0.051,0.046,0.067,0.051,0.059,0.041,0.046,0.000,0.041,0.048,0.042,0.042,0.059,0.037,0.073,0.051,0.000,0.051,0.053,0.049,0.152,0.038,0.052,0.070,0.043,0.000,0.044,0.053,0.152,0.038,0.063,0.057,0.042,0.055,0.000,0.049,0.046,0.057,0.052,0.052,0.066,0.062,0.067,0.000,0.043,0.054,0.074,0.069,0.132,0.136,0.160,0.040,0.000,0.054,0.075,0.046,0.066,0.046,0.063,0.065,0.041,0.000
15:25:02,0.000,0.062,0.053,0.040,0.054,0.051,0.156,0.039,0.045,0.000,0.063,0.049,0.045,0.041,0.155,0.037,0.073,0.051,0.000,0.048,0.050,0.053,0.154,0.037,0.061,0.044,0.044,0.000,0.043,0.040,0.178,0.042,0.058,0.045,0.042,0.058,0.000,0.043,0.046,0.054,0.053,0.042,0.069,0.056,0.063,0.000,0.049,0.046,0.149,0.044,0.127,0.148,0.155,0.156,0.000,0.049,0.076,0.048,0.043,0.038,0.045,0.066,0.038,0.000
15:25:03,0.000,0.045,0.039,0.044,0.039,0.040,0.151,0.039,0.055,0.000,0.042,0.038,0.040,0.037,0.145,0.037,0.046,0.039,0.000,0.041,0.038,0.039,0.147,0.041,0.053,0.038,0.041,0.000,0.037,0.038,0.155,0.038,0.072,0.041,0.038,0.038,0.000,0.038,0.049,0.048,0.041,0.036,0.039,0.039,0.038,0.000,0.052,0.040,0.048,0.042,0.135,0.147,0.134,0.136,0.000,0.039,0.063,0.042,0.039,0.039,0.036,0.042,0.035,0.000
15:25:04,0.000,0.048,0.037,0.039,0.038,0.042,0.149,0.040,0.041,0.000,0.039,0.038,0.039,0.036,0.153,0.037,0.049,0.037,0.000,0.038,0.041,0.037,0.152,0.037,0.054,0.038,0.041,0.000,0.040,0.038,0.145,0.043,0.059,0.042,0.038,0.037,0.000,0.038,0.046,0.047,0.042,0.037,0.037,0.037,0.037,0.000,0.045,0.038,0.048,0.046,0.134,0.133,0.134,0.127,0.000,0.045,0.058,0.042,0.039,0.036,0.040,0.043,0.038,0.000
15:25:05,0.000,0.044,0.040,0.040,0.041,0.041,0.151,0.039,0.058,0.000,0.038,0.037,0.039,0.037,0.154,0.036,0.047,0.037,0.000,0.039,0.037,0.038,0.048,0.037,0.049,0.038,0.039,0.000,0.038,0.038,0.146,0.037,0.044,0.040,0.038,0.037,0.000,0.038,0.163,0.048,0.042,0.038,0.038,0.038,0.036,0.000,0.046,0.039,0.048,0.041,0.122,0.124,0.039,0.127,0.000,0.045,0.051,0.045,0.040,0.038,0.037,0.041,0.035,0.000
15:25:06,0.000,0.044,0.039,0.039,0.040,0.044,0.151,0.046,0.046,0.000,0.039,0.038,0.042,0.040,0.151,0.047,0.050,0.042,0.000,0.042,0.043,0.042,0.157,0.042,0.057,0.042,0.043,0.000,0.042,0.045,0.160,0.040,0.055,0.048,0.045,0.041,0.000,0.051,0.051,0.042,0.046,0.041,0.041,0.044,0.043,0.000,0.050,0.041,0.046,0.042,0.121,0.129,0.131,0.130,0.000,0.045,0.049,0.042,0.039,0.038,0.039,0.044,0.035,0.000
15:25:07,0.000,0.041,0.040,0.039,0.042,0.039,0.153,0.038,0.048,0.000,0.039,0.040,0.038,0.037,0.152,0.046,0.049,0.045,0.000,0.046,0.046,0.046,0.181,0.041,0.050,0.046,0.046,0.000,0.046,0.044,0.151,0.043,0.072,0.047,0.051,0.045,0.000,0.045,0.051,0.041,0.046,0.044,0.043,0.045,0.044,0.000,0.051,0.044,0.055,0.042,0.132,0.126,0.185,0.133,0.000,0.141,0.050,0.042,0.041,0.040,0.040,0.043,0.046,0.000
15:25:08,0.000,0.044,0.038,0.040,0.040,0.040,0.148,0.040,0.053,0.000,0.041,0.038,0.039,0.038,0.151,0.047,0.050,0.048,0.000,0.047,0.051,0.043,0.148,0.041,0.050,0.047,0.050,0.000,0.044,0.044,0.154,0.043,0.057,0.049,0.046,0.045,0.000,0.045,0.053,0.045,0.049,0.050,0.045,0.044,0.043,0.000,0.051,0.043,0.046,0.042,0.136,0.135,0.131,0.135,0.000,0.049,0.053,0.044,0.042,0.039,0.041,0.041,0.036,0.000
15:25:09,0.000,0.044,0.038,0.040,0.041,0.040,0.160,0.045,0.051,0.000,0.041,0.037,0.040,0.039,0.149,0.049,0.069,0.044,0.000,0.045,0.044,0.043,0.149,0.043,0.048,0.046,0.042,0.000,0.044,0.045,0.154,0.042,0.069,0.048,0.045,0.045,0.000,0.044,0.051,0.042,0.045,0.041,0.044,0.042,0.041,0.000,0.050,0.042,0.043,0.042,0.132,0.131,0.158,0.127,0.000,0.188,0.056,0.044,0.040,0.041,0.040,0.041,0.046,0.000
15:25:10,0.000,0.041,0.037,0.039,0.039,0.044,0.152,0.039,0.040,0.000,0.039,0.038,0.037,0.040,0.141,0.046,0.049,0.040,0.000,0.043,0.041,0.042,0.151,0.038,0.048,0.044,0.050,0.000,0.041,0.042,0.163,0.046,0.055,0.044,0.042,0.043,0.000,0.047,0.049,0.040,0.050,0.040,0.041,0.041,0.040,0.000,0.046,0.041,0.044,0.043,0.135,0.134,0.124,0.123,0.000,0.046,0.046,0.045,0.040,0.038,0.039,0.043,0.034,0.000
15:25:11,0.000,0.043,0.038,0.040,0.040,0.040,0.149,0.040,0.059,0.000,0.039,0.051,0.040,0.037,0.144,0.049,0.045,0.044,0.000,0.045,0.043,0.047,0.149,0.042,0.046,0.045,0.044,0.000,0.045,0.041,0.151,0.041,0.049,0.042,0.045,0.043,0.000,0.043,0.053,0.040,0.045,0.039,0.042,0.044,0.042,0.000,0.049,0.043,0.141,0.039,0.132,0.133,0.138,0.128,0.000,0.044,0.053,0.043,0.042,0.038,0.038,0.040,0.035,0.000
15:25:12,0.000,0.042,0.051,0.042,0.044,0.040,0.154,0.040,0.044,0.000,0.040,0.041,0.039,0.037,0.185,0.045,0.047,0.045,0.000,0.046,0.046,0.054,0.155,0.042,0.049,0.051,0.048,0.000,0.044,0.044,0.157,0.043,0.051,0.047,0.045,0.047,0.000,0.045,0.051,0.044,0.047,0.042,0.047,0.047,0.044,0.000,0.051,0.044,0.076,0.042,0.131,0.133,0.128,0.167,0.000,0.061,0.052,0.044,0.058,0.040,0.037,0.040,0.145,0.000
15:25:13,0.000,0.043,0.039,0.041,0.046,0.041,0.154,0.040,0.050,0.000,0.042,0.039,0.039,0.040,0.151,0.051,0.051,0.048,0.000,0.050,0.047,0.046,0.163,0.042,0.050,0.048,0.045,0.000,0.046,0.046,0.159,0.042,0.050,0.050,0.044,0.047,0.000,0.042,0.052,0.043,0.046,0.043,0.049,0.045,0.050,0.000,0.053,0.043,0.076,0.041,0.131,0.129,0.129,0.137,0.000,0.055,0.048,0.052,0.044,0.041,0.039,0.039,0.151,0.000
15:25:14,0.000,0.044,0.039,0.041,0.056,0.041,0.154,0.040,0.048,0.000,0.040,0.038,0.040,0.039,0.151,0.049,0.049,0.052,0.000,0.046,0.049,0.046,0.164,0.041,0.050,0.046,0.048,0.000,0.046,0.042,0.167,0.043,0.053,0.054,0.046,0.052,0.000,0.043,0.054,0.043,0.046,0.042,0.045,0.044,0.051,0.000,0.053,0.063,0.087,0.048,0.135,0.135,0.138,0.132,0.000,0.048,0.052,0.043,0.041,0.039,0.039,0.040,0.036,0.000
15:25:15,0.000,0.049,0.044,0.039,0.046,0.040,0.155,0.038,0.051,0.000,0.042,0.038,0.037,0.038,0.059,0.045,0.060,0.045,0.000,0.046,0.045,0.047,0.165,0.041,0.053,0.046,0.046,0.000,0.045,0.045,0.157,0.043,0.063,0.047,0.047,0.045,0.000,0.046,0.056,0.042,0.052,0.049,0.052,0.045,0.045,0.000,0.052,0.050,0.054,0.045,0.128,0.140,0.127,0.140,0.000,0.042,0.055,0.042,0.043,0.041,0.039,0.043,0.036,0.000
15:25:16,0.000,0.045,0.038,0.038,0.040,0.041,0.157,0.040,0.056,0.000,0.039,0.037,0.042,0.037,0.148,0.049,0.049,0.046,0.000,0.045,0.045,0.046,0.161,0.043,0.049,0.045,0.048,0.000,0.045,0.044,0.160,0.041,0.069,0.049,0.045,0.045,0.000,0.049,0.055,0.043,0.046,0.045,0.045,0.045,0.043,0.000,0.053,0.044,0.052,0.046,0.130,0.142,0.133,0.132,0.000,0.044,0.050,0.044,0.041,0.039,0.039,0.040,0.036,0.000
15:25:17,0.000,0.044,0.039,0.040,0.041,0.042,0.158,0.040,0.049,0.000,0.041,0.038,0.039,0.039,0.149,0.050,0.053,0.045,0.000,0.046,0.051,0.044,0.154,0.041,0.052,0.045,0.044,0.000,0.046,0.046,0.166,0.041,0.069,0.048,0.046,0.063,0.000,0.046,0.051,0.041,0.046,0.045,0.043,0.076,0.044,0.000,0.050,0.043,0.067,0.044,0.127,0.134,0.135,0.161,0.000,0.144,0.045,0.043,0.042,0.039,0.036,0.040,0.035,0.000
15:25:18,0.000,0.043,0.042,0.040,0.041,0.052,0.156,0.047,0.049,0.000,0.041,0.037,0.038,0.038,0.151,0.047,0.067,0.046,0.000,0.046,0.047,0.044,0.157,0.041,0.050,0.052,0.045,0.000,0.047,0.045,0.208,0.042,0.053,0.047,0.046,0.048,0.000,0.044,0.052,0.043,0.047,0.043,0.044,0.047,0.044,0.000,0.051,0.043,0.049,0.043,0.129,0.142,0.131,0.138,0.000,0.047,0.050,0.043,0.041,0.038,0.042,0.040,0.035,0.000
15:25:19,0.000,0.046,0.038,0.041,0.041,0.039,0.151,0.038,0.052,0.000,0.040,0.040,0.039,0.038,0.145,0.045,0.055,0.047,0.000,0.046,0.045,0.044,0.158,0.041,0.052,0.047,0.060,0.000,0.044,0.044,0.153,0.043,0.053,0.049,0.045,0.046,0.000,0.044,0.057,0.051,0.048,0.047,0.046,0.044,0.045,0.000,0.050,0.043,0.044,0.058,0.124,0.131,0.180,0.134,0.000,0.142,0.050,0.046,0.040,0.038,0.040,0.040,0.047,0.000
15:25:20,0.000,0.043,0.038,0.039,0.041,0.041,0.155,0.039,0.052,0.000,0.040,0.038,0.038,0.038,0.150,0.047,0.049,0.045,0.000,0.046,0.045,0.045,0.160,0.042,0.052,0.053,0.052,0.000,0.062,0.044,0.157,0.043,0.051,0.048,0.047,0.047,0.000,0.044,0.052,0.043,0.045,0.043,0.046,0.046,0.044,0.000,0.054,0.043,0.046,0.043,0.171,0.127,0.128,0.129,0.000,0.191,0.052,0.045,0.041,0.041,0.039,0.039,0.046,0.000
15:25:21,0.000,0.044,0.039,0.041,0.042,0.040,0.158,0.040,0.050,0.000,0.040,0.038,0.043,0.044,0.149,0.047,0.048,0.044,0.000,0.046,0.050,0.045,0.153,0.041,0.052,0.047,0.045,0.000,0.053,0.046,0.159,0.041,0.051,0.047,0.044,0.045,0.000,0.043,0.050,0.042,0.051,0.043,0.043,0.046,0.045,0.000,0.048,0.043,0.074,0.043,0.128,0.126,0.134,0.132,0.000,0.141,0.051,0.044,0.048,0.039,0.039,0.043,0.046,0.000
15:25:22,0.000,0.043,0.038,0.040,0.047,0.041,0.161,0.038,0.050,0.000,0.039,0.040,0.038,0.037,0.142,0.044,0.048,0.045,0.000,0.046,0.047,0.045,0.160,0.041,0.050,0.046,0.045,0.000,0.045,0.045,0.174,0.045,0.048,0.047,0.050,0.045,0.000,0.045,0.176,0.042,0.049,0.045,0.044,0.044,0.043,0.000,0.050,0.042,0.073,0.042,0.133,0.145,0.153,0.129,0.000,0.051,0.062,0.042,0.051,0.040,0.040,0.041,0.036,0.000
15:25:23,0.000,0.043,0.041,0.042,0.048,0.042,0.159,0.039,0.052,0.000,0.040,0.037,0.038,0.040,0.147,0.044,0.049,0.045,0.000,0.048,0.045,0.045,0.158,0.041,0.048,0.046,0.047,0.000,0.046,0.053,0.161,0.057,0.053,0.047,0.048,0.046,0.000,0.045,0.052,0.043,0.046,0.044,0.046,0.044,0.044,0.000,0.051,0.046,0.076,0.044,0.126,0.143,0.135,0.172,0.000,0.140,0.054,0.042,0.041,0.038,0.038,0.041,0.046,0.000
15:25:24,0.000,0.043,0.043,0.040,0.040,0.041,0.151,0.040,0.050,0.000,0.039,0.040,0.037,0.038,0.143,0.046,0.049,0.043,0.000,0.051,0.043,0.045,0.155,0.041,0.056,0.047,0.048,0.000,0.045,0.044,0.157,0.042,0.047,0.046,0.045,0.047,0.000,0.043,0.055,0.044,0.045,0.049,0.044,0.044,0.046,0.000,0.051,0.043,0.075,0.042,0.133,0.130,0.128,0.133,0.000,0.145,0.052,0.041,0.039,0.039,0.037,0.039,0.046,0.000
15:25:25,0.000,0.044,0.038,0.041,0.042,0.039,0.199,0.039,0.053,0.000,0.041,0.037,0.039,0.037,0.141,0.050,0.051,0.046,0.000,0.046,0.045,0.045,0.162,0.042,0.050,0.048,0.049,0.000,0.047,0.043,0.154,0.042,0.047,0.047,0.045,0.046,0.000,0.043,0.051,0.042,0.053,0.044,0.044,0.044,0.043,0.000,0.050,0.043,0.073,0.044,0.133,0.159,0.134,0.131,0.000,0.047,0.051,0.041,0.040,0.038,0.039,0.043,0.035,0.000
15:25:26,0.000,0.044,0.041,0.039,0.039,0.041,0.158,0.039,0.049,0.000,0.040,0.038,0.038,0.036,0.149,0.043,0.049,0.045,0.000,0.051,0.051,0.044,0.152,0.042,0.050,0.048,0.049,0.000,0.047,0.046,0.159,0.044,0.052,0.048,0.045,0.044,0.000,0.043,0.153,0.042,0.046,0.045,0.048,0.041,0.044,0.000,0.051,0.042,0.075,0.047,0.170,0.135,0.129,0.133,0.000,0.048,0.047,0.044,0.040,0.042,0.039,0.041,0.047,0.000
15:25:27,0.000,0.044,0.039,0.039,0.041,0.041,0.182,0.040,0.054,0.000,0.035,0.038,0.038,0.041,0.146,0.046,0.048,0.045,0.000,0.051,0.047,0.050,0.152,0.042,0.048,0.046,0.047,0.000,0.046,0.045,0.155,0.044,0.048,0.048,0.047,0.046,0.000,0.048,0.052,0.043,0.045,0.046,0.046,0.045,0.045,0.000,0.050,0.043,0.079,0.044,0.131,0.133,0.134,0.135,0.000,0.046,0.051,0.043,0.040,0.043,0.037,0.042,0.039,0.000
15:25:28,0.000,0.042,0.041,0.039,0.041,0.040,0.157,0.040,0.049,0.000,0.039,0.041,0.038,0.041,0.150,0.049,0.050,0.045,0.000,0.047,0.048,0.049,0.159,0.043,0.049,0.045,0.046,0.000,0.044,0.048,0.158,0.042,0.051,0.047,0.044,0.045,0.000,0.044,0.052,0.042,0.046,0.043,0.046,0.046,0.043,0.000,0.052,0.049,0.076,0.042,0.135,0.137,0.135,0.147,0.000,0.047,0.050,0.041,0.040,0.040,0.040,0.040,0.105,0.000
15:25:29,0.000,0.042,0.040,0.038,0.039,0.040,0.151,0.040,0.053,0.000,0.039,0.038,0.042,0.040,0.179,0.047,0.049,0.045,0.000,0.046,0.047,0.044,0.158,0.041,0.049,0.047,0.046,0.000,0.045,0.043,0.157,0.045,0.049,0.049,0.046,0.046,0.000,0.044,0.120,0.042,0.045,0.044,0.044,0.044,0.049,0.000,0.050,0.043,0.073,0.044,0.126,0.133,0.128,0.132,0.000,0.047,0.050,0.043,0.039,0.039,0.038,0.040,0.144,0.000
15:25:30,0.000,0.043,0.039,0.040,0.042,0.041,0.148,0.037,0.050,0.000,0.040,0.037,0.040,0.039,0.149,0.049,0.050,0.046,0.000,0.048,0.045,0.060,0.152,0.043,0.049,0.049,0.047,0.000,0.045,0.049,0.152,0.042,0.051,0.047,0.045,0.045,0.000,0.049,0.052,0.042,0.046,0.040,0.048,0.043,0.042,0.000,0.049,0.044,0.045,0.042,0.128,0.137,0.134,0.140,0.000,0.141,0.052,0.042,0.042,0.041,0.038,0.041,0.046,0.000
15:25:31,0.000,0.042,0.038,0.038,0.039,0.041,0.150,0.039,0.045,0.000,0.040,0.038,0.037,0.039,0.150,0.047,0.055,0.045,0.000,0.046,0.046,0.045,0.158,0.041,0.050,0.046,0.048,0.000,0.046,0.048,0.160,0.041,0.048,0.048,0.048,0.046,0.000,0.046,0.051,0.041,0.047,0.045,0.044,0.044,0.043,0.000,0.049,0.044,0.052,0.040,0.132,0.129,0.131,0.136,0.000,0.141,0.048,0.042,0.041,0.041,0.037,0.042,0.046,0.000
15:25:32,0.000,0.043,0.039,0.038,0.040,0.042,0.151,0.041,0.049,0.000,0.039,0.038,0.039,0.038,0.145,0.046,0.049,0.045,0.000,0.045,0.047,0.043,0.156,0.043,0.048,0.050,0.044,0.000,0.045,0.044,0.169,0.043,0.119,0.047,0.044,0.046,0.000,0.044,0.053,0.043,0.047,0.043,0.045,0.042,0.042,0.000,0.051,0.043,0.164,0.041,0.136,0.127,0.131,0.135,0.000,0.044,0.051,0.043,0.040,0.038,0.037,0.039,0.150,0.000
15:25:33,0.000,0.043,0.038,0.042,0.040,0.043,0.151,0.039,0.045,0.000,0.042,0.037,0.038,0.037,0.145,0.051,0.054,0.051,0.000,0.045,0.045,0.047,0.160,0.043,0.050,0.046,0.046,0.000,0.045,0.043,0.156,0.042,0.062,0.045,0.045,0.047,0.000,0.047,0.052,0.042,0.112,0.045,0.044,0.044,0.043,0.000,0.055,0.043,0.043,0.039,0.131,0.142,0.178,0.151,0.000,0.139,0.079,0.044,0.041,0.038,0.040,0.042,0.046,0.000
15:25:34,0.000,0.045,0.038,0.040,0.041,0.040,0.156,0.039,0.045,0.000,0.041,0.038,0.038,0.039,0.151,0.050,0.050,0.045,0.000,0.048,0.046,0.046,0.156,0.041,0.049,0.045,0.046,0.000,0.049,0.044,0.157,0.043,0.049,0.046,0.046,0.046,0.000,0.046,0.051,0.043,0.047,0.044,0.050,0.044,0.040,0.000,0.051,0.042,0.044,0.040,0.132,0.129,0.129,0.132,0.000,0.046,0.054,0.043,0.039,0.040,0.040,0.041,0.036,0.000
15:25:35,0.000,0.042,0.038,0.039,0.039,0.041,0.154,0.040,0.047,0.000,0.046,0.041,0.039,0.037,0.149,0.046,0.048,0.046,0.000,0.048,0.045,0.046,0.156,0.042,0.053,0.046,0.048,0.000,0.044,0.044,0.155,0.042,0.050,0.047,0.045,0.046,0.000,0.046,0.051,0.043,0.046,0.050,0.044,0.043,0.047,0.000,0.054,0.043,0.047,0.042,0.133,0.130,0.132,0.130,0.000,0.045,0.051,0.042,0.039,0.044,0.042,0.041,0.154,0.000
15:25:36,0.000,0.043,0.040,0.040,0.040,0.041,0.154,0.041,0.053,0.000,0.040,0.038,0.038,0.038,0.168,0.046,0.049,0.045,0.000,0.045,0.054,0.045,0.157,0.053,0.051,0.045,0.045,0.000,0.049,0.044,0.159,0.042,0.053,0.048,0.044,0.044,0.000,0.046,0.051,0.041,0.046,0.045,0.046,0.049,0.045,0.000,0.053,0.044,0.044,0.042,0.131,0.129,0.160,0.147,0.000,0.138,0.051,0.043,0.040,0.039,0.040,0.041,0.045,0.000
15:25:37,0.000,0.042,0.039,0.041,0.039,0.040,0.147,0.039,0.046,0.000,0.040,0.037,0.046,0.037,0.147,0.051,0.050,0.044,0.000,0.047,0.055,0.045,0.155,0.043,0.051,0.045,0.058,0.000,0.047,0.044,0.155,0.042,0.048,0.046,0.046,0.044,0.000,0.043,0.051,0.042,0.045,0.044,0.044,0.043,0.043,0.000,0.053,0.044,0.047,0.041,0.127,0.131,0.136,0.149,0.000,0.141,0.049,0.042,0.039,0.038,0.038,0.039,0.046,0.000
15:25:38,0.000,0.045,0.039,0.043,0.039,0.039,0.148,0.045,0.041,0.000,0.039,0.038,0.038,0.038,0.147,0.048,0.053,0.046,0.000,0.046,0.046,0.045,0.150,0.042,0.049,0.045,0.045,0.000,0.047,0.045,0.167,0.044,0.049,0.045,0.044,0.047,0.000,0.043,0.051,0.048,0.044,0.045,0.045,0.044,0.044,0.000,0.051,0.044,0.045,0.040,0.129,0.127,0.133,0.131,0.000,0.047,0.055,0.042,0.041,0.039,0.041,0.039,0.145,0.000
15:25:39,0.000,0.042,0.039,0.039,0.039,0.038,0.148,0.041,0.043,0.000,0.039,0.038,0.038,0.037,0.143,0.043,0.045,0.043,0.000,0.043,0.045,0.042,0.152,0.042,0.048,0.047,0.045,0.000,0.042,0.042,0.151,0.041,0.126,0.044,0.043,0.044,0.000,0.044,0.048,0.040,0.043,0.042,0.041,0.042,0.041,0.000,0.047,0.040,0.039,0.041,0.038,0.136,0.137,0.134,0.000,0.043,0.044,0.040,0.039,0.038,0.037,0.039,0.034,0.000
15:25:40,0.000,0.043,0.038,0.040,0.043,0.042,0.157,0.038,0.053,0.000,0.041,0.037,0.037,0.040,0.148,0.042,0.050,0.044,0.000,0.046,0.044,0.044,0.162,0.042,0.050,0.047,0.046,0.000,0.045,0.052,0.161,0.041,0.048,0.048,0.044,0.046,0.000,0.052,0.058,0.042,0.047,0.050,0.046,0.045,0.046,0.000,0.054,0.041,0.050,0.046,0.132,0.136,0.140,0.141,0.000,0.046,0.059,0.041,0.039,0.039,0.039,0.040,0.036,0.000
15:25:41,0.000,0.042,0.038,0.038,0.040,0.043,0.155,0.043,0.049,0.000,0.041,0.043,0.039,0.037,0.152,0.046,0.049,0.043,0.000,0.044,0.046,0.044,0.160,0.041,0.049,0.045,0.044,0.000,0.042,0.042,0.161,0.040,0.051,0.048,0.045,0.046,0.000,0.045,0.052,0.044,0.045,0.044,0.044,0.074,0.045,0.000,0.051,0.045,0.044,0.040,0.126,0.134,0.127,0.159,0.000,0.054,0.051,0.042,0.041,0.041,0.040,0.046,0.036,0.000
15:25:42,0.000,0.043,0.039,0.038,0.041,0.042,0.151,0.039,0.046,0.000,0.041,0.039,0.040,0.039,0.160,0.048,0.046,0.044,0.000,0.044,0.046,0.053,0.157,0.046,0.050,0.048,0.045,0.000,0.045,0.048,0.160,0.042,0.053,0.049,0.046,0.045,0.000,0.046,0.053,0.042,0.049,0.046,0.049,0.048,0.044,0.000,0.053,0.044,0.045,0.042,0.137,0.128,0.130,0.136,0.000,0.047,0.050,0.044,0.041,0.040,0.039,0.041,0.035,0.000
15:25:43,0.000,0.044,0.040,0.039,0.039,0.040,0.151,0.040,0.051,0.000,0.041,0.038,0.039,0.041,0.142,0.047,0.050,0.043,0.000,0.045,0.044,0.049,0.185,0.042,0.047,0.045,0.047,0.000,0.044,0.045,0.162,0.043,0.048,0.047,0.044,0.046,0.000,0.044,0.061,0.043,0.046,0.047,0.045,0.046,0.045,0.000,0.051,0.043,0.046,0.041,0.129,0.133,0.132,0.133,0.000,0.049,0.049,0.043,0.042,0.038,0.039,0.040,0.036,0.000
15:25:44,0.000,0.043,0.038,0.041,0.042,0.041,0.154,0.039,0.049,0.000,0.038,0.038,0.039,0.038,0.149,0.047,0.052,0.044,0.000,0.050,0.060,0.046,0.159,0.042,0.048,0.045,0.044,0.000,0.051,0.045,0.159,0.042,0.048,0.045,0.084,0.045,0.000,0.043,0.053,0.048,0.049,0.045,0.044,0.044,0.045,0.000,0.051,0.043,0.047,0.043,0.131,0.134,0.133,0.136,0.000,0.044,0.050,0.044,0.038,0.038,0.039,0.041,0.160,0.000
15:25:45,0.000,0.045,0.046,0.041,0.039,0.039,0.161,0.046,0.052,0.000,0.045,0.039,0.037,0.037,0.153,0.047,0.078,0.044,0.000,0.045,0.045,0.046,0.154,0.042,0.050,0.046,0.046,0.000,0.046,0.045,0.155,0.041,0.050,0.045,0.045,0.046,0.000,0.044,0.053,0.043,0.047,0.043,0.045,0.044,0.045,0.000,0.052,0.042,0.050,0.043,0.134,0.140,0.131,0.143,0.000,0.045,0.081,0.044,0.040,0.041,0.040,0.039,0.035,0.000
15:25:46,0.000,0.044,0.039,0.039,0.041,0.043,0.155,0.038,0.050,0.000,0.039,0.039,0.039,0.038,0.149,0.044,0.051,0.043,0.000,0.047,0.047,0.046,0.163,0.042,0.051,0.047,0.046,0.000,0.047,0.044,0.165,0.042,0.049,0.055,0.045,0.046,0.000,0.044,0.053,0.042,0.048,0.045,0.046,0.043,0.047,0.000,0.052,0.043,0.059,0.043,0.134,0.134,0.136,0.135,0.000,0.041,0.050,0.042,0.039,0.039,0.039,0.040,0.036,0.000
15:25:47,0.000,0.042,0.041,0.038,0.041,0.040,0.184,0.043,0.046,0.000,0.039,0.051,0.038,0.039,0.148,0.050,0.048,0.044,0.000,0.058,0.045,0.050,0.158,0.043,0.050,0.048,0.050,0.000,0.047,0.043,0.154,0.041,0.114,0.064,0.042,0.044,0.000,0.044,0.049,0.042,0.045,0.044,0.044,0.041,0.042,0.000,0.050,0.046,0.051,0.040,0.130,0.130,0.134,0.126,0.000,0.061,0.049,0.043,0.042,0.039,0.040,0.040,0.036,0.000
15:25:48,0.000,0.044,0.039,0.039,0.039,0.040,0.156,0.040,0.050,0.000,0.040,0.038,0.040,0.039,0.150,0.045,0.048,0.044,0.000,0.048,0.044,0.046,0.165,0.042,0.048,0.046,0.046,0.000,0.047,0.045,0.169,0.042,0.062,0.048,0.046,0.045,0.000,0.044,0.058,0.043,0.047,0.045,0.047,0.050,0.044,0.000,0.054,0.043,0.050,0.045,0.133,0.136,0.134,0.136,0.000,0.048,0.066,0.043,0.039,0.039,0.046,0.067,0.036,0.000
