time,n23g0013->n23g0013,n23g0013->n23g0015,n23g0013->n23g0016,n23g0013->n23g0017,n23g0013->n23g0018,n23g0013->n23g0019,n23g0013->n23g0022,n23g0013->n23g0024,n23g0015->n23g0013,n23g0015->n23g0015,n23g0015->n23g0016,n23g0015->n23g0017,n23g0015->n23g0018,n23g0015->n23g0019,n23g0015->n23g0022,n23g0015->n23g0024,n23g0016->n23g0013,n23g0016->n23g0015,n23g0016->n23g0016,n23g0016->n23g0017,n23g0016->n23g0018,n23g0016->n23g0019,n23g0016->n23g0022,n23g0016->n23g0024,n23g0017->n23g0013,n23g0017->n23g0015,n23g0017->n23g0016,n23g0017->n23g0017,n23g0017->n23g0018,n23g0017->n23g0019,n23g0017->n23g0022,n23g0017->n23g0024,n23g0018->n23g0013,n23g0018->n23g0015,n23g0018->n23g0016,n23g0018->n23g0017,n23g0018->n23g0018,n23g0018->n23g0019,n23g0018->n23g0022,n23g0018->n23g0024,n23g0019->n23g0013,n23g0019->n23g0015,n23g0019->n23g0016,n23g0019->n23g0017,n23g0019->n23g0018,n23g0019->n23g0019,n23g0019->n23g0022,n23g0019->n23g0024,n23g0022->n23g0013,n23g0022->n23g0015,n23g0022->n23g0016,n23g0022->n23g0017,n23g0022->n23g0018,n23g0022->n23g0019,n23g0022->n23g0022,n23g0022->n23g0024,n23g0024->n23g0013,n23g0024->n23g0015,n23g0024->n23g0016,n23g0024->n23g0017,n23g0024->n23g0018,n23g0024->n23g0019,n23g0024->n23g0022,n23g0024->n23g0024
15:25:49,0.000,0.045,0.038,0.038,0.039,0.040,0.153,0.040,0.046,0.000,0.041,0.038,0.038,0.039,0.149,0.049,0.050,0.047,0.000,0.068,0.046,0.045,0.155,0.049,0.049,0.046,0.046,0.000,0.045,0.046,0.159,0.042,0.048,0.047,0.045,0.046,0.000,0.046,0.164,0.043,0.047,0.045,0.052,0.045,0.042,0.000,0.050,0.043,0.042,0.039,0.129,0.135,0.131,0.129,0.000,0.047,0.053,0.041,0.039,0.038,0.037,0.041,0.034,0.000
15:25:50,0.000,0.042,0.038,0.039,0.039,0.043,0.148,0.040,0.047,0.000,0.061,0.038,0.038,0.039,0.147,0.046,0.049,0.044,0.000,0.046,0.048,0.045,0.158,0.041,0.051,0.050,0.051,0.000,0.044,0.044,0.155,0.042,0.061,0.049,0.045,0.044,0.000,0.044,0.055,0.042,0.046,0.045,0.047,0.045,0.043,0.000,0.051,0.042,0.045,0.041,0.135,0.139,0.129,0.136,0.000,0.045,0.048,0.042,0.041,0.040,0.040,0.041,0.034,0.000
15:25:51,0.000,0.044,0.040,0.039,0.040,0.040,0.155,0.062,0.049,0.000,0.044,0.037,0.037,0.040,0.168,0.049,0.048,0.045,0.000,0.046,0.046,0.045,0.159,0.042,0.048,0.046,0.049,0.000,0.046,0.045,0.161,0.041,0.047,0.048,0.045,0.045,0.000,0.044,0.055,0.048,0.047,0.043,0.044,0.042,0.044,0.000,0.054,0.043,0.047,0.049,0.140,0.127,0.131,0.135,0.000,0.041,0.051,0.042,0.041,0.039,0.043,0.040,0.036,0.000
15:25:52,0.000,0.043,0.040,0.040,0.041,0.040,0.156,0.039,0.050,0.000,0.040,0.039,0.038,0.039,0.144,0.048,0.048,0.045,0.000,0.047,0.046,0.044,0.157,0.041,0.050,0.046,0.046,0.000,0.047,0.045,0.158,0.042,0.056,0.045,0.044,0.045,0.000,0.044,0.108,0.042,0.046,0.043,0.043,0.040,0.044,0.000,0.053,0.042,0.046,0.040,0.125,0.133,0.128,0.160,0.000,0.142,0.047,0.043,0.047,0.040,0.040,0.040,0.037,0.000
15:25:53,0.000,0.043,0.039,0.038,0.040,0.040,0.211,0.048,0.047,0.000,0.040,0.039,0.036,0.038,0.152,0.045,0.048,0.043,0.000,0.049,0.047,0.047,0.163,0.040,0.048,0.047,0.046,0.000,0.045,0.045,0.163,0.042,0.049,0.046,0.046,0.047,0.000,0.044,0.056,0.042,0.113,0.047,0.044,0.044,0.044,0.000,0.055,0.046,0.052,0.045,0.135,0.140,0.141,0.137,0.000,0.041,0.052,0.046,0.039,0.040,0.037,0.041,0.035,0.000
15:25:54,0.000,0.043,0.043,0.040,0.040,0.044,0.159,0.040,0.048,0.000,0.040,0.039,0.038,0.039,0.152,0.046,0.047,0.041,0.000,0.048,0.044,0.046,0.156,0.041,0.051,0.046,0.046,0.000,0.047,0.045,0.164,0.043,0.049,0.047,0.052,0.047,0.000,0.045,0.055,0.043,0.046,0.042,0.044,0.044,0.044,0.000,0.050,0.045,0.049,0.044,0.138,0.165,0.135,0.137,0.000,0.047,0.052,0.043,0.041,0.040,0.040,0.070,0.054,0.000
15:25:55,0.000,0.042,0.040,0.039,0.039,0.038,0.159,0.039,0.045,0.000,0.043,0.038,0.037,0.038,0.146,0.045,0.048,0.044,0.000,0.047,0.047,0.047,0.161,0.044,0.049,0.046,0.049,0.000,0.048,0.047,0.180,0.042,0.057,0.047,0.046,0.050,0.000,0.045,0.053,0.043,0.046,0.043,0.045,0.044,0.044,0.000,0.053,0.043,0.051,0.045,0.138,0.137,0.134,0.152,0.000,0.050,0.052,0.040,0.043,0.039,0.042,0.041,0.036,0.000
15:25:56,0.000,0.043,0.039,0.039,0.041,0.040,0.164,0.040,0.046,0.000,0.041,0.038,0.042,0.038,0.154,0.045,0.052,0.044,0.000,0.047,0.044,0.048,0.155,0.044,0.050,0.047,0.046,0.000,0.045,0.045,0.161,0.042,0.047,0.047,0.045,0.046,0.000,0.049,0.051,0.042,0.046,0.044,0.045,0.043,0.048,0.000,0.053,0.043,0.077,0.043,0.140,0.138,0.138,0.130,0.000,0.044,0.048,0.043,0.046,0.038,0.037,0.044,0.035,0.000
15:25:57,0.000,0.043,0.039,0.038,0.038,0.042,0.155,0.040,0.047,0.000,0.041,0.038,0.038,0.038,0.149,0.052,0.048,0.044,0.000,0.047,0.045,0.052,0.153,0.041,0.047,0.046,0.046,0.000,0.044,0.049,0.161,0.042,0.056,0.050,0.045,0.047,0.000,0.044,0.053,0.042,0.046,0.043,0.046,0.043,0.045,0.000,0.052,0.043,0.056,0.044,0.132,0.138,0.130,0.129,0.000,0.045,0.047,0.043,0.040,0.039,0.039,0.041,0.035,0.000
15:25:58,0.000,0.043,0.040,0.041,0.040,0.042,0.156,0.041,0.044,0.000,0.040,0.042,0.038,0.038,0.153,0.049,0.050,0.045,0.000,0.045,0.044,0.045,0.157,0.044,0.050,0.049,0.046,0.000,0.045,0.047,0.163,0.041,0.048,0.049,0.044,0.046,0.000,0.044,0.053,0.047,0.046,0.044,0.044,0.044,0.045,0.000,0.053,0.043,0.048,0.047,0.138,0.136,0.138,0.137,0.000,0.043,0.049,0.044,0.041,0.039,0.039,0.040,0.036,0.000
15:25:59,0.000,0.044,0.039,0.039,0.039,0.041,0.161,0.051,0.049,0.000,0.041,0.039,0.037,0.040,0.158,0.047,0.048,0.042,0.000,0.046,0.046,0.048,0.158,0.042,0.050,0.048,0.049,0.000,0.047,0.048,0.172,0.042,0.047,0.053,0.046,0.046,0.000,0.044,0.061,0.042,0.049,0.047,0.045,0.044,0.043,0.000,0.054,0.045,0.050,0.048,0.138,0.142,0.139,0.132,0.000,0.040,0.042,0.045,0.041,0.038,0.039,0.041,0.043,0.000
15:26:00,0.000,0.044,0.052,0.054,0.054,0.040,0.061,0.050,0.040,0.000,0.047,0.050,0.043,0.039,0.064,0.057,0.074,0.041,0.000,0.041,0.041,0.056,0.050,0.041,0.060,0.051,0.043,0.000,0.045,0.057,0.072,0.045,0.071,0.048,0.044,0.042,0.000,0.053,0.047,0.042,0.048,0.039,0.076,0.074,0.049,0.000,0.052,0.040,0.053,0.053,0.043,0.141,0.070,0.043,0.000,0.058,0.078,0.044,0.049,0.040,0.041,0.040,0.047,0.000
15:26:01,0.000,0.056,0.046,0.059,0.049,0.054,0.162,0.058,0.058,0.000,0.053,0.061,0.051,0.051,0.050,0.039,0.070,0.038,0.000,0.050,0.050,0.064,0.049,0.039,0.055,0.060,0.045,0.000,0.039,0.052,0.154,0.056,0.069,0.046,0.040,0.049,0.000,0.049,0.046,0.037,0.052,0.044,0.062,0.064,0.041,0.000,0.045,0.036,0.169,0.056,0.040,0.146,0.150,0.153,0.000,0.158,0.078,0.044,0.043,0.042,0.057,0.064,0.119,0.000
15:26:02,0.000,0.048,0.057,0.052,0.041,0.041,0.158,0.043,0.050,0.000,0.050,0.044,0.044,0.049,0.149,0.038,0.075,0.038,0.000,0.049,0.042,0.052,0.158,0.037,0.061,0.048,0.042,0.000,0.041,0.046,0.050,0.045,0.048,0.057,0.039,0.041,0.000,0.039,0.050,0.039,0.052,0.040,0.064,0.040,0.040,0.000,0.045,0.037,0.057,0.043,0.044,0.040,0.042,0.062,0.000,0.056,0.078,0.047,0.040,0.039,0.039,0.045,0.038,0.000
15:26:03,0.000,0.047,0.039,0.038,0.037,0.040,0.148,0.043,0.054,0.000,0.040,0.040,0.037,0.037,0.154,0.040,0.046,0.036,0.000,0.039,0.038,0.040,0.145,0.041,0.050,0.046,0.040,0.000,0.039,0.039,0.046,0.051,0.045,0.041,0.040,0.040,0.000,0.037,0.046,0.037,0.041,0.037,0.046,0.041,0.036,0.000,0.045,0.037,0.049,0.043,0.167,0.142,0.123,0.125,0.000,0.050,0.060,0.039,0.038,0.038,0.038,0.041,0.037,0.000
15:26:04,0.000,0.046,0.038,0.038,0.038,0.040,0.150,0.039,0.050,0.000,0.038,0.037,0.039,0.036,0.148,0.041,0.044,0.037,0.000,0.037,0.038,0.039,0.144,0.037,0.049,0.044,0.039,0.000,0.039,0.040,0.047,0.047,0.047,0.039,0.038,0.037,0.000,0.038,0.047,0.037,0.043,0.035,0.038,0.038,0.040,0.000,0.045,0.038,0.047,0.043,0.236,0.127,0.128,0.126,0.000,0.049,0.048,0.039,0.040,0.039,0.037,0.043,0.036,0.000
15:26:05,0.000,0.044,0.038,0.038,0.038,0.040,0.144,0.041,0.045,0.000,0.042,0.037,0.038,0.037,0.146,0.040,0.044,0.037,0.000,0.039,0.038,0.040,0.151,0.037,0.049,0.043,0.037,0.000,0.039,0.037,0.045,0.045,0.044,0.040,0.038,0.038,0.000,0.037,0.045,0.037,0.040,0.036,0.039,0.038,0.037,0.000,0.044,0.037,0.049,0.039,0.129,0.131,0.126,0.125,0.000,0.042,0.052,0.039,0.039,0.038,0.037,0.042,0.035,0.000
15:26:06,0.000,0.044,0.041,0.039,0.044,0.041,0.175,0.039,0.051,0.000,0.039,0.042,0.039,0.040,0.054,0.047,0.049,0.046,0.000,0.044,0.045,0.046,0.166,0.043,0.062,0.042,0.044,0.000,0.045,0.042,0.057,0.050,0.053,0.048,0.044,0.044,0.000,0.045,0.056,0.040,0.051,0.042,0.044,0.043,0.044,0.000,0.183,0.041,0.053,0.046,0.050,0.048,0.146,0.039,0.000,0.040,0.055,0.043,0.042,0.037,0.038,0.047,0.037,0.000
15:26:07,0.000,0.041,0.038,0.041,0.040,0.041,0.067,0.048,0.045,0.000,0.041,0.042,0.039,0.038,0.158,0.048,0.049,0.044,0.000,0.048,0.052,0.046,0.083,0.042,0.050,0.045,0.048,0.000,0.045,0.045,0.059,0.044,0.049,0.046,0.045,0.049,0.000,0.044,0.050,0.042,0.046,0.044,0.058,0.046,0.045,0.000,0.071,0.045,0.054,0.045,0.133,0.140,0.181,0.037,0.000,0.046,0.047,0.042,0.040,0.040,0.039,0.041,0.060,0.000
15:26:08,0.000,0.042,0.040,0.038,0.039,0.039,0.168,0.044,0.049,0.000,0.040,0.039,0.039,0.041,0.155,0.049,0.047,0.044,0.000,0.045,0.044,0.044,0.160,0.041,0.052,0.046,0.045,0.000,0.047,0.045,0.165,0.046,0.053,0.045,0.045,0.045,0.000,0.045,0.056,0.045,0.052,0.045,0.045,0.044,0.044,0.000,0.059,0.041,0.076,0.046,0.137,0.137,0.133,0.132,0.000,0.039,0.056,0.042,0.041,0.040,0.039,0.044,0.037,0.000
15:26:09,0.000,0.045,0.038,0.038,0.039,0.042,0.154,0.039,0.050,0.000,0.039,0.038,0.043,0.039,0.150,0.043,0.049,0.043,0.000,0.045,0.042,0.046,0.160,0.042,0.046,0.045,0.042,0.000,0.048,0.042,0.050,0.043,0.047,0.044,0.046,0.048,0.000,0.042,0.050,0.041,0.048,0.046,0.046,0.044,0.045,0.000,0.051,0.040,0.080,0.045,0.141,0.153,0.133,0.135,0.000,0.047,0.050,0.044,0.038,0.038,0.040,0.043,0.035,0.000
15:26:10,0.000,0.043,0.039,0.038,0.038,0.039,0.155,0.039,0.052,0.000,0.040,0.037,0.038,0.043,0.144,0.045,0.045,0.042,0.000,0.044,0.046,0.043,0.158,0.045,0.051,0.046,0.047,0.000,0.045,0.047,0.169,0.042,0.044,0.041,0.041,0.042,0.000,0.042,0.053,0.039,0.045,0.043,0.043,0.044,0.041,0.000,0.050,0.040,0.080,0.043,0.137,0.141,0.130,0.139,0.000,0.044,0.048,0.043,0.040,0.043,0.040,0.041,0.038,0.000
15:26:11,0.000,0.042,0.039,0.041,0.041,0.038,0.155,0.039,0.048,0.000,0.039,0.038,0.036,0.040,0.155,0.049,0.045,0.040,0.000,0.046,0.043,0.047,0.151,0.038,0.050,0.046,0.045,0.000,0.044,0.048,0.155,0.045,0.047,0.045,0.043,0.046,0.000,0.044,0.040,0.041,0.045,0.039,0.041,0.043,0.042,0.000,0.052,0.037,0.052,0.041,0.133,0.133,0.128,0.124,0.000,0.140,0.053,0.040,0.044,0.038,0.039,0.041,0.049,0.000
15:26:12,0.000,0.042,0.039,0.039,0.039,0.043,0.188,0.037,0.049,0.000,0.039,0.039,0.037,0.052,0.148,0.051,0.049,0.042,0.000,0.049,0.043,0.054,0.159,0.043,0.050,0.046,0.045,0.000,0.047,0.047,0.159,0.043,0.047,0.045,0.045,0.045,0.000,0.048,0.154,0.040,0.052,0.048,0.041,0.045,0.046,0.000,0.049,0.040,0.046,0.039,0.126,0.136,0.132,0.136,0.000,0.059,0.048,0.041,0.039,0.041,0.040,0.041,0.036,0.000
15:26:13,0.000,0.041,0.038,0.038,0.042,0.039,0.157,0.049,0.049,0.000,0.039,0.039,0.038,0.039,0.147,0.047,0.053,0.045,0.000,0.046,0.051,0.062,0.168,0.041,0.051,0.045,0.047,0.000,0.046,0.046,0.163,0.041,0.046,0.048,0.045,0.046,0.000,0.050,0.054,0.044,0.045,0.042,0.051,0.045,0.045,0.000,0.052,0.042,0.053,0.044,0.136,0.140,0.135,0.140,0.000,0.040,0.048,0.045,0.043,0.038,0.038,0.040,0.036,0.000
15:26:14,0.000,0.042,0.039,0.038,0.045,0.039,0.203,0.039,0.048,0.000,0.039,0.039,0.038,0.039,0.154,0.071,0.053,0.044,0.000,0.046,0.046,0.045,0.159,0.046,0.054,0.046,0.046,0.000,0.048,0.046,0.171,0.042,0.050,0.045,0.044,0.044,0.000,0.043,0.041,0.041,0.046,0.043,0.045,0.043,0.044,0.000,0.059,0.043,0.054,0.046,0.142,0.137,0.138,0.131,0.000,0.051,0.057,0.042,0.041,0.043,0.041,0.039,0.050,0.000
15:26:15,0.000,0.046,0.038,0.039,0.043,0.039,0.155,0.042,0.040,0.000,0.070,0.039,0.039,0.045,0.146,0.048,0.048,0.039,0.000,0.041,0.041,0.042,0.153,0.039,0.051,0.047,0.048,0.000,0.050,0.049,0.159,0.043,0.046,0.045,0.043,0.045,0.000,0.044,0.162,0.041,0.056,0.043,0.043,0.050,0.043,0.000,0.054,0.043,0.050,0.044,0.136,0.131,0.137,0.132,0.000,0.042,0.050,0.041,0.040,0.039,0.041,0.040,0.048,0.000
15:26:16,0.000,0.039,0.040,0.037,0.038,0.039,0.158,0.047,0.046,0.000,0.041,0.037,0.038,0.045,0.154,0.046,0.054,0.045,0.000,0.046,0.046,0.045,0.163,0.044,0.048,0.048,0.045,0.000,0.045,0.045,0.167,0.041,0.047,0.047,0.045,0.045,0.000,0.045,0.042,0.041,0.048,0.051,0.050,0.050,0.044,0.000,0.170,0.043,0.056,0.046,0.141,0.137,0.145,0.040,0.000,0.048,0.049,0.043,0.039,0.041,0.039,0.041,0.056,0.000
15:26:17,0.000,0.043,0.038,0.049,0.038,0.041,0.049,0.044,0.049,0.000,0.044,0.052,0.038,0.039,0.160,0.046,0.060,0.044,0.000,0.047,0.043,0.061,0.163,0.042,0.055,0.051,0.045,0.000,0.044,0.045,0.159,0.044,0.044,0.043,0.041,0.042,0.000,0.041,0.052,0.041,0.047,0.047,0.062,0.045,0.042,0.000,0.159,0.040,0.054,0.044,0.141,0.136,0.140,0.039,0.000,0.044,0.051,0.044,0.040,0.039,0.038,0.041,0.045,0.000
15:26:18,0.000,0.043,0.038,0.038,0.040,0.040,0.154,0.038,0.046,0.000,0.040,0.041,0.038,0.039,0.059,0.045,0.048,0.043,0.000,0.047,0.045,0.069,0.161,0.057,0.050,0.046,0.046,0.000,0.046,0.045,0.159,0.055,0.046,0.044,0.046,0.045,0.000,0.045,0.043,0.042,0.046,0.044,0.045,0.045,0.043,0.000,0.051,0.056,0.047,0.044,0.136,0.133,0.182,0.132,0.000,0.046,0.051,0.043,0.044,0.041,0.039,0.045,0.049,0.000
15:26:19,0.000,0.045,0.037,0.038,0.040,0.041,0.161,0.043,0.050,0.000,0.040,0.040,0.044,0.039,0.151,0.041,0.047,0.043,0.000,0.047,0.045,0.045,0.154,0.043,0.052,0.054,0.048,0.000,0.046,0.044,0.166,0.046,0.047,0.046,0.043,0.045,0.000,0.043,0.040,0.040,0.046,0.042,0.044,0.045,0.044,0.000,0.055,0.045,0.083,0.048,0.181,0.140,0.141,0.136,0.000,0.038,0.049,0.044,0.041,0.039,0.040,0.040,0.050,0.000
15:26:20,0.000,0.044,0.038,0.038,0.042,0.041,0.162,0.038,0.048,0.000,0.047,0.039,0.042,0.038,0.155,0.044,0.052,0.044,0.000,0.047,0.045,0.043,0.161,0.045,0.056,0.053,0.051,0.000,0.046,0.049,0.156,0.044,0.047,0.044,0.047,0.044,0.000,0.045,0.073,0.041,0.048,0.047,0.045,0.054,0.047,0.000,0.051,0.047,0.078,0.043,0.136,0.134,0.177,0.129,0.000,0.044,0.049,0.043,0.041,0.039,0.039,0.039,0.148,0.000
15:26:21,0.000,0.044,0.041,0.038,0.039,0.041,0.166,0.039,0.049,0.000,0.041,0.038,0.038,0.039,0.149,0.046,0.047,0.043,0.000,0.047,0.046,0.045,0.154,0.044,0.051,0.046,0.046,0.000,0.045,0.046,0.169,0.044,0.048,0.045,0.045,0.047,0.000,0.044,0.055,0.041,0.046,0.044,0.045,0.044,0.042,0.000,0.058,0.042,0.083,0.044,0.136,0.139,0.138,0.134,0.000,0.045,0.055,0.041,0.039,0.038,0.042,0.039,0.035,0.000
15:26:22,0.000,0.043,0.039,0.039,0.041,0.040,0.163,0.039,0.051,0.000,0.040,0.038,0.040,0.039,0.063,0.047,0.050,0.044,0.000,0.047,0.046,0.045,0.167,0.046,0.051,0.054,0.047,0.000,0.052,0.044,0.158,0.045,0.054,0.046,0.045,0.045,0.000,0.044,0.054,0.042,0.049,0.049,0.043,0.044,0.045,0.000,0.053,0.043,0.081,0.043,0.135,0.195,0.129,0.139,0.000,0.050,0.049,0.047,0.040,0.040,0.040,0.039,0.040,0.000
15:26:23,0.000,0.042,0.043,0.041,0.039,0.040,0.153,0.039,0.047,0.000,0.040,0.039,0.037,0.038,0.151,0.046,0.047,0.051,0.000,0.047,0.043,0.044,0.151,0.045,0.050,0.048,0.046,0.000,0.045,0.045,0.154,0.046,0.046,0.045,0.045,0.045,0.000,0.044,0.152,0.041,0.046,0.046,0.044,0.044,0.044,0.000,0.051,0.044,0.076,0.040,0.131,0.128,0.133,0.134,0.000,0.042,0.049,0.041,0.042,0.041,0.041,0.040,0.035,0.000
15:26:24,0.000,0.043,0.039,0.039,0.040,0.051,0.167,0.040,0.047,0.000,0.039,0.039,0.042,0.038,0.153,0.046,0.050,0.044,0.000,0.047,0.047,0.044,0.161,0.043,0.050,0.045,0.047,0.000,0.046,0.047,0.168,0.044,0.047,0.045,0.045,0.044,0.000,0.044,0.056,0.042,0.049,0.047,0.045,0.044,0.043,0.000,0.054,0.042,0.079,0.044,0.139,0.140,0.140,0.132,0.000,0.047,0.049,0.041,0.040,0.039,0.038,0.042,0.036,0.000
15:26:25,0.000,0.050,0.037,0.039,0.039,0.039,0.158,0.039,0.051,0.000,0.041,0.038,0.038,0.038,0.168,0.045,0.056,0.043,0.000,0.045,0.044,0.043,0.156,0.044,0.057,0.045,0.045,0.000,0.048,0.045,0.202,0.044,0.048,0.044,0.052,0.044,0.000,0.044,0.078,0.042,0.046,0.042,0.045,0.045,0.045,0.000,0.053,0.042,0.078,0.047,0.133,0.139,0.129,0.139,0.000,0.137,0.054,0.040,0.041,0.038,0.039,0.041,0.040,0.000
15:26:26,0.000,0.040,0.039,0.038,0.040,0.039,0.162,0.039,0.049,0.000,0.041,0.038,0.039,0.038,0.146,0.046,0.048,0.046,0.000,0.048,0.047,0.043,0.154,0.045,0.049,0.047,0.046,0.000,0.048,0.045,0.161,0.045,0.046,0.044,0.051,0.044,0.000,0.045,0.053,0.041,0.045,0.042,0.066,0.044,0.044,0.000,0.053,0.042,0.083,0.045,0.131,0.134,0.145,0.152,0.000,0.046,0.053,0.041,0.041,0.039,0.039,0.040,0.157,0.000
15:26:27,0.000,0.042,0.038,0.039,0.038,0.039,0.150,0.039,0.046,0.000,0.040,0.038,0.038,0.038,0.158,0.044,0.047,0.043,0.000,0.046,0.045,0.054,0.155,0.043,0.049,0.053,0.048,0.000,0.046,0.046,0.159,0.044,0.048,0.047,0.046,0.046,0.000,0.045,0.162,0.042,0.047,0.045,0.047,0.043,0.043,0.000,0.049,0.042,0.080,0.043,0.130,0.130,0.137,0.126,0.000,0.047,0.051,0.042,0.039,0.039,0.041,0.039,0.037,0.000
15:26:28,0.000,0.048,0.038,0.038,0.039,0.044,0.163,0.039,0.071,0.000,0.041,0.039,0.038,0.039,0.154,0.044,0.047,0.042,0.000,0.046,0.044,0.042,0.172,0.043,0.049,0.046,0.047,0.000,0.047,0.048,0.163,0.043,0.050,0.043,0.051,0.045,0.000,0.048,0.053,0.042,0.046,0.052,0.042,0.044,0.043,0.000,0.051,0.041,0.086,0.047,0.143,0.137,0.135,0.133,0.000,0.177,0.052,0.042,0.044,0.039,0.040,0.040,0.038,0.000
15:26:29,0.000,0.042,0.040,0.037,0.041,0.041,0.190,0.039,0.049,0.000,0.040,0.038,0.041,0.039,0.186,0.044,0.047,0.044,0.000,0.047,0.046,0.045,0.150,0.046,0.051,0.048,0.053,0.000,0.047,0.050,0.155,0.051,0.047,0.046,0.045,0.046,0.000,0.045,0.052,0.042,0.050,0.046,0.043,0.044,0.044,0.000,0.052,0.044,0.082,0.043,0.133,0.133,0.129,0.135,0.000,0.141,0.047,0.041,0.040,0.039,0.039,0.039,0.046,0.000
15:26:30,0.000,0.041,0.040,0.046,0.040,0.041,0.176,0.039,0.048,0.000,0.040,0.039,0.039,0.037,0.184,0.048,0.052,0.042,0.000,0.046,0.044,0.045,0.151,0.047,0.051,0.048,0.048,0.000,0.049,0.046,0.156,0.044,0.047,0.046,0.045,0.045,0.000,0.044,0.051,0.042,0.047,0.040,0.045,0.044,0.043,0.000,0.048,0.041,0.078,0.040,0.133,0.134,0.159,0.131,0.000,0.044,0.052,0.040,0.047,0.045,0.039,0.045,0.034,0.000
15:26:31,0.000,0.043,0.040,0.043,0.040,0.041,0.156,0.045,0.050,0.000,0.040,0.039,0.039,0.047,0.182,0.041,0.049,0.048,0.000,0.048,0.044,0.062,0.157,0.046,0.052,0.048,0.047,0.000,0.049,0.063,0.153,0.044,0.049,0.042,0.045,0.044,0.000,0.045,0.081,0.041,0.049,0.048,0.049,0.049,0.045,0.000,0.052,0.044,0.075,0.041,0.133,0.133,0.128,0.126,0.000,0.185,0.049,0.044,0.039,0.040,0.040,0.042,0.040,0.000
15:26:32,0.000,0.044,0.038,0.039,0.056,0.041,0.168,0.047,0.050,0.000,0.039,0.037,0.039,0.038,0.151,0.049,0.071,0.043,0.000,0.047,0.045,0.045,0.070,0.045,0.048,0.049,0.057,0.000,0.044,0.046,0.200,0.044,0.051,0.042,0.042,0.041,0.000,0.043,0.059,0.039,0.046,0.044,0.044,0.044,0.043,0.000,0.054,0.048,0.082,0.046,0.136,0.139,0.121,0.139,0.000,0.044,0.051,0.047,0.039,0.040,0.039,0.044,0.035,0.000
15:26:33,0.000,0.042,0.040,0.043,0.041,0.039,0.156,0.049,0.043,0.000,0.039,0.039,0.040,0.046,0.150,0.046,0.051,0.042,0.000,0.055,0.043,0.053,0.162,0.044,0.049,0.046,0.046,0.000,0.047,0.047,0.163,0.049,0.048,0.046,0.045,0.048,0.000,0.045,0.045,0.041,0.049,0.043,0.045,0.045,0.043,0.000,0.052,0.042,0.079,0.044,0.135,0.141,0.138,0.139,0.000,0.039,0.045,0.041,0.039,0.039,0.039,0.039,0.052,0.000
15:26:34,0.000,0.044,0.041,0.038,0.039,0.040,0.155,0.039,0.050,0.000,0.039,0.038,0.039,0.040,0.147,0.045,0.048,0.044,0.000,0.046,0.045,0.046,0.157,0.043,0.049,0.047,0.045,0.000,0.044,0.052,0.165,0.043,0.048,0.045,0.046,0.045,0.000,0.048,0.052,0.041,0.046,0.044,0.068,0.045,0.044,0.000,0.054,0.044,0.079,0.043,0.140,0.146,0.128,0.147,0.000,0.136,0.045,0.043,0.041,0.039,0.039,0.042,0.107,0.000
15:26:35,0.000,0.048,0.038,0.039,0.038,0.039,0.155,0.037,0.047,0.000,0.040,0.040,0.038,0.039,0.147,0.043,0.048,0.044,0.000,0.047,0.045,0.045,0.153,0.043,0.053,0.048,0.048,0.000,0.046,0.046,0.161,0.045,0.049,0.044,0.047,0.046,0.000,0.045,0.054,0.041,0.045,0.044,0.044,0.046,0.046,0.000,0.053,0.042,0.077,0.043,0.131,0.134,0.135,0.131,0.000,0.138,0.049,0.041,0.039,0.039,0.042,0.038,0.039,0.000
15:26:36,0.000,0.043,0.038,0.038,0.039,0.039,0.167,0.043,0.041,0.000,0.038,0.039,0.039,0.039,0.154,0.044,0.049,0.048,0.000,0.046,0.054,0.044,0.158,0.044,0.050,0.048,0.045,0.000,0.046,0.047,0.166,0.044,0.050,0.045,0.045,0.048,0.000,0.045,0.060,0.041,0.045,0.044,0.043,0.045,0.047,0.000,0.054,0.043,0.088,0.047,0.134,0.135,0.177,0.138,0.000,0.039,0.048,0.042,0.040,0.038,0.039,0.039,0.035,0.000
15:26:37,0.000,0.044,0.037,0.039,0.039,0.040,0.161,0.040,0.048,0.000,0.039,0.040,0.038,0.038,0.156,0.045,0.047,0.041,0.000,0.047,0.049,0.044,0.154,0.044,0.052,0.047,0.045,0.000,0.046,0.045,0.213,0.047,0.049,0.045,0.046,0.044,0.000,0.043,0.158,0.042,0.048,0.043,0.043,0.044,0.044,0.000,0.054,0.043,0.082,0.042,0.128,0.135,0.129,0.182,0.000,0.044,0.047,0.041,0.040,0.036,0.038,0.041,0.048,0.000
15:26:38,0.000,0.041,0.040,0.038,0.040,0.040,0.168,0.046,0.050,0.000,0.040,0.037,0.039,0.037,0.156,0.044,0.047,0.043,0.000,0.049,0.045,0.050,0.167,0.047,0.053,0.052,0.047,0.000,0.049,0.045,0.169,0.045,0.049,0.045,0.044,0.046,0.000,0.044,0.056,0.041,0.048,0.042,0.044,0.043,0.049,0.000,0.053,0.043,0.088,0.047,0.141,0.134,0.139,0.145,0.000,0.041,0.048,0.041,0.043,0.041,0.042,0.041,0.036,0.000
